,amt_name,description_x,location,address,description_y,title,link,main_video,display_flag
8983,24 Hrs Security Personal,Security,"14/175, Masjid Banda Main Rd, Prabhu Pada Colony, NCB Enclave, Gachibowli, Hyderabad, Telangana 500084, India","14/175, Masjid Banda Main Rd, Prabhu Pada Colony, NCB Enclave, Gachibowli, Hyderabad, Telangana 500084, India",Gachibowli DLF Building,HANUMA HEIGHTS APARTMENTS IN KONDAPUR HYDERABAD,https://www.youtube.com/embed/L_QU3Zk8z7Q,Yes,s
9002,24 Hrs Security Personal,Security,"14/175, Masjid Banda Main Rd, Prabhu Pada Colony, NCB Enclave, Gachibowli, Hyderabad, Telangana 500084, India","14/175, Masjid Banda Main Rd, Prabhu Pada Colony, NCB Enclave, Gachibowli, Hyderabad, Telangana 500084, India",Hitech City Cyber Tower,HANUMA HEIGHTS APARTMENTS IN KONDAPUR HYDERABAD,https://www.youtube.com/embed/L_QU3Zk8z7Q,Yes,s
9021,24 Hrs Security Personal,Security,"Ravi Enclave, Hanuman Nagar, Kothaguda, Hyderabad, Telangana 500084, India","Ravi Enclave, Hanuman Nagar, Kothaguda, Hyderabad, Telangana 500084, India",KIMS Hospital,MITRA CONSTRUCTIONS APARTMENTS IN KONDAPUR HYDERABAD,https://www.youtube.com/embed/e01im_Mw7Eo,Yes,s
9031,24 Hrs Security Personal,Security,"Ravi Enclave, Hanuman Nagar, Kothaguda, Hyderabad, Telangana 500084, India","Ravi Enclave, Hanuman Nagar, Kothaguda, Hyderabad, Telangana 500084, India",Metro Station,MITRA CONSTRUCTIONS APARTMENTS IN KONDAPUR HYDERABAD,https://www.youtube.com/embed/e01im_Mw7Eo,Yes,s
9041,24 Hrs Security Personal,Security,"Ravi Enclave, Hanuman Nagar, Kothaguda, Hyderabad, Telangana 500084, India","Ravi Enclave, Hanuman Nagar, Kothaguda, Hyderabad, Telangana 500084, India",JNTU Hyderabad,MITRA CONSTRUCTIONS APARTMENTS IN KONDAPUR HYDERABAD,https://www.youtube.com/embed/e01im_Mw7Eo,Yes,s
9051,24 Hrs Security Personal,Security,"Ravi Enclave, Hanuman Nagar, Kothaguda, Hyderabad, Telangana 500084, India","Ravi Enclave, Hanuman Nagar, Kothaguda, Hyderabad, Telangana 500084, India",Gachibowli DLF Building,MITRA CONSTRUCTIONS APARTMENTS IN KONDAPUR HYDERABAD,https://www.youtube.com/embed/e01im_Mw7Eo,Yes,s
9061,24 Hrs Security Personal,Security,"Ravi Enclave, Hanuman Nagar, Kothaguda, Hyderabad, Telangana 500084, India","Ravi Enclave, Hanuman Nagar, Kothaguda, Hyderabad, Telangana 500084, India",Hitech City Cyber Tower,MITRA CONSTRUCTIONS APARTMENTS IN KONDAPUR HYDERABAD,https://www.youtube.com/embed/e01im_Mw7Eo,Yes,s
9071,24 Hrs Security Personal,Security,"8th Cross Rd, Sri Ramnagar - Block B, Kondapur, Hyderabad, Telangana 500084, India","8th Cross Rd, Sri Ramnagar - Block B, Kondapur, Hyderabad, Telangana 500084, India",Sri Rama High School,Avantikas BHUVANAM APARTMENTS IN KONDAPUR HYDERABAD,https://www.youtube.com/embed/b_NfLm-9qGo,Yes,s
9075,24 Hrs Security Personal,Security,"8th Cross Rd, Sri Ramnagar - Block B, Kondapur, Hyderabad, Telangana 500084, India","8th Cross Rd, Sri Ramnagar - Block B, Kondapur, Hyderabad, Telangana 500084, India",Sri Lakshmi Mini Mart,Avantikas BHUVANAM APARTMENTS IN KONDAPUR HYDERABAD,https://www.youtube.com/embed/b_NfLm-9qGo,Yes,s
9079,24 Hrs Security Personal,Security,"8th Cross Rd, Sri Ramnagar - Block B, Kondapur, Hyderabad, Telangana 500084, India","8th Cross Rd, Sri Ramnagar - Block B, Kondapur, Hyderabad, Telangana 500084, India",State Bank ATM,Avantikas BHUVANAM APARTMENTS IN KONDAPUR HYDERABAD,https://www.youtube.com/embed/b_NfLm-9qGo,Yes,s
9083,24 Hrs Security Personal,Security,"8th Cross Rd, Sri Ramnagar - Block B, Kondapur, Hyderabad, Telangana 500084, India","8th Cross Rd, Sri Ramnagar - Block B, Kondapur, Hyderabad, Telangana 500084, India",Hyderabad Central University,Avantikas BHUVANAM APARTMENTS IN KONDAPUR HYDERABAD,https://www.youtube.com/embed/b_NfLm-9qGo,Yes,s
9087,24 Hrs Security Personal,Security,"8th Cross Rd, Sri Ramnagar - Block B, Kondapur, Hyderabad, Telangana 500084, India","8th Cross Rd, Sri Ramnagar - Block B, Kondapur, Hyderabad, Telangana 500084, India",JNTU Hyderabad,Avantikas BHUVANAM APARTMENTS IN KONDAPUR HYDERABAD,https://www.youtube.com/embed/b_NfLm-9qGo,Yes,s
9091,24 Hrs Security Personal,Security,"8th Cross Rd, Sri Ramnagar - Block B, Kondapur, Hyderabad, Telangana 500084, India","8th Cross Rd, Sri Ramnagar - Block B, Kondapur, Hyderabad, Telangana 500084, India",Gachibowli DLF Building,Avantikas BHUVANAM APARTMENTS IN KONDAPUR HYDERABAD,https://www.youtube.com/embed/b_NfLm-9qGo,Yes,s
9095,24 Hrs Security Personal,Security,"8th Cross Rd, Sri Ramnagar - Block B, Kondapur, Hyderabad, Telangana 500084, India","8th Cross Rd, Sri Ramnagar - Block B, Kondapur, Hyderabad, Telangana 500084, India",Hitech City Cyber Tower,Avantikas BHUVANAM APARTMENTS IN KONDAPUR HYDERABAD,https://www.youtube.com/embed/b_NfLm-9qGo,Yes,s
9099,24 Hrs Security Personal,Security,"Unnamed Road, KMR Estates, Serilingampally, Hyderabad, Telangana 500084, India","Unnamed Road, KMR Estates, Serilingampally, Hyderabad, Telangana 500084, India",Arbor International School,SAI SUBHASHINI TOWERS APARTMENTS IN KONDAPUR HYDERABAD,https://www.youtube.com/embed/VjkR7bTZPdg,Yes,s
9164,24 Hrs Security Personal,Security,"Unnamed Road, KMR Estates, Serilingampally, Hyderabad, Telangana 500084, India","Unnamed Road, KMR Estates, Serilingampally, Hyderabad, Telangana 500084, India",JNTU Hyderabad,SAI SUBHASHINI TOWERS APARTMENTS IN KONDAPUR HYDERABAD,https://www.youtube.com/embed/VjkR7bTZPdg,Yes,s
9229,24 Hrs Security Personal,Security,"Unnamed Road, KMR Estates, Serilingampally, Hyderabad, Telangana 500084, India","Unnamed Road, KMR Estates, Serilingampally, Hyderabad, Telangana 500084, India",University of Hyderabad,SAI SUBHASHINI TOWERS APARTMENTS IN KONDAPUR HYDERABAD,https://www.youtube.com/embed/VjkR7bTZPdg,Yes,s
9294,24 Hrs Security Personal,Security,"Unnamed Road, KMR Estates, Serilingampally, Hyderabad, Telangana 500084, India","Unnamed Road, KMR Estates, Serilingampally, Hyderabad, Telangana 500084, India",Gachibowli DLF Building,SAI SUBHASHINI TOWERS APARTMENTS IN KONDAPUR HYDERABAD,https://www.youtube.com/embed/VjkR7bTZPdg,Yes,s
9359,24 Hrs Security Personal,Security,"Unnamed Road, KMR Estates, Serilingampally, Hyderabad, Telangana 500084, India","Unnamed Road, KMR Estates, Serilingampally, Hyderabad, Telangana 500084, India",Hitech City Cyber Tower,SAI SUBHASHINI TOWERS APARTMENTS IN KONDAPUR HYDERABAD,https://www.youtube.com/embed/VjkR7bTZPdg,Yes,s
9424,24 Hrs Security Personal,Security guards,"Unnamed Road, Sree Prabhupada Twp, Serilingampally, Hyderabad, Telangana 500084, India","Unnamed Road, Sree Prabhupada Twp, Serilingampally, Hyderabad, Telangana 500084, India",Arbor International School,Semi Gated Community Apartments for sale in Kondapur | Paramount Hill County,https://www.youtube.com/embed/vth4Q9oU4QA,Yes,s
9476,24 Hrs Security Personal,Security guards,"Unnamed Road, Sree Prabhupada Twp, Serilingampally, Hyderabad, Telangana 500084, India","Unnamed Road, Sree Prabhupada Twp, Serilingampally, Hyderabad, Telangana 500084, India",Heritage Super Market,Semi Gated Community Apartments for sale in Kondapur | Paramount Hill County,https://www.youtube.com/embed/vth4Q9oU4QA,Yes,s
9528,24 Hrs Security Personal,Security guards,"Unnamed Road, Sree Prabhupada Twp, Serilingampally, Hyderabad, Telangana 500084, India","Unnamed Road, Sree Prabhupada Twp, Serilingampally, Hyderabad, Telangana 500084, India",KIMS Hospital,Semi Gated Community Apartments for sale in Kondapur | Paramount Hill County,https://www.youtube.com/embed/vth4Q9oU4QA,Yes,s
9580,24 Hrs Security Personal,Security guards,"Unnamed Road, Sree Prabhupada Twp, Serilingampally, Hyderabad, Telangana 500084, India","Unnamed Road, Sree Prabhupada Twp, Serilingampally, Hyderabad, Telangana 500084, India",HDFC Bank,Semi Gated Community Apartments for sale in Kondapur | Paramount Hill County,https://www.youtube.com/embed/vth4Q9oU4QA,Yes,s
9632,24 Hrs Security Personal,Security guards,"Unnamed Road, Sree Prabhupada Twp, Serilingampally, Hyderabad, Telangana 500084, India","Unnamed Road, Sree Prabhupada Twp, Serilingampally, Hyderabad, Telangana 500084, India",SBI Bank,Semi Gated Community Apartments for sale in Kondapur | Paramount Hill County,https://www.youtube.com/embed/vth4Q9oU4QA,Yes,s
9684,24 Hrs Security Personal,Security guards,"Unnamed Road, Sree Prabhupada Twp, Serilingampally, Hyderabad, Telangana 500084, India","Unnamed Road, Sree Prabhupada Twp, Serilingampally, Hyderabad, Telangana 500084, India",Cyber Towers,Semi Gated Community Apartments for sale in Kondapur | Paramount Hill County,https://www.youtube.com/embed/vth4Q9oU4QA,Yes,s
9736,24 Hrs Security Personal,Security guards,"Unnamed Road, Sree Prabhupada Twp, Serilingampally, Hyderabad, Telangana 500084, India","Unnamed Road, Sree Prabhupada Twp, Serilingampally, Hyderabad, Telangana 500084, India",DLF  Cyber city,Semi Gated Community Apartments for sale in Kondapur | Paramount Hill County,https://www.youtube.com/embed/vth4Q9oU4QA,Yes,s
9788,24 Hrs Security Personal,Security guards,"Unnamed Road, Sree Prabhupada Twp, Serilingampally, Hyderabad, Telangana 500084, India","Unnamed Road, Sree Prabhupada Twp, Serilingampally, Hyderabad, Telangana 500084, India",Gachibowli DLF Building,Semi Gated Community Apartments for sale in Kondapur | Paramount Hill County,https://www.youtube.com/embed/vth4Q9oU4QA,Yes,s
9840,24 Hrs Security Personal,Security Guards,"Unnamed Road, Financial District, Nanakram Guda, Hyderabad, Telangana 500032, India","Unnamed Road, Financial District, Nanakram Guda, Hyderabad, Telangana 500032, India",Avn Vida International School,PRESTIGE HIGH FIELDS APARTMENTS IN NANAKRAMGUDA HYDERABAD,https://www.youtube.com/embed/V6iZ7VgFUYM,Yes,s
10002,24 Hrs Security Personal,Security Guards,"Unnamed Road, Financial District, Nanakram Guda, Hyderabad, Telangana 500032, India","Unnamed Road, Financial District, Nanakram Guda, Hyderabad, Telangana 500032, India",More Super Market,PRESTIGE HIGH FIELDS APARTMENTS IN NANAKRAMGUDA HYDERABAD,https://www.youtube.com/embed/V6iZ7VgFUYM,Yes,s
10164,24 Hrs Security Personal,Security Guards,"Unnamed Road, Financial District, Nanakram Guda, Hyderabad, Telangana 500032, India","Unnamed Road, Financial District, Nanakram Guda, Hyderabad, Telangana 500032, India",Continental Hospital,PRESTIGE HIGH FIELDS APARTMENTS IN NANAKRAMGUDA HYDERABAD,https://www.youtube.com/embed/V6iZ7VgFUYM,Yes,s
10326,24 Hrs Security Personal,Security Guards,"Unnamed Road, Financial District, Nanakram Guda, Hyderabad, Telangana 500032, India","Unnamed Road, Financial District, Nanakram Guda, Hyderabad, Telangana 500032, India",ICICI ATM,PRESTIGE HIGH FIELDS APARTMENTS IN NANAKRAMGUDA HYDERABAD,https://www.youtube.com/embed/V6iZ7VgFUYM,Yes,s
10488,24 Hrs Security Personal,Security Guards,"Unnamed Road, Financial District, Nanakram Guda, Hyderabad, Telangana 500032, India","Unnamed Road, Financial District, Nanakram Guda, Hyderabad, Telangana 500032, India",Lingampally  MMTS Station,PRESTIGE HIGH FIELDS APARTMENTS IN NANAKRAMGUDA HYDERABAD,https://www.youtube.com/embed/V6iZ7VgFUYM,Yes,s
